cod_ibge;tiposeade;estadual;federal;municipal;particular;total_geral
3527108;Unidade de Saúde Mental ;0;0;3;0;3
3527108;Unidade Móvel;0;0;0;2;2
3527108;Vigilância em Saúde;0;0;2;0;2
3527207;Clínica;1;0;5;21;27
3527207;Consultório Isolado;1;0;0;263;264
3527207;Diagnose e Terapia;0;0;2;16;18
3527207;Hospital;0;0;0;2;2
3527207;Outros;0;0;3;24;27
3527207;Pronto Atendimento;0;0;1;0;1
3527207;Unidade Básica de Saúde;0;0;20;0;20
3527207;Unidade de Saúde Mental ;0;0;1;0;1
3527207;Unidade Móvel;0;0;1;1;2
3527207;Vigilância em Saúde;0;0;0;0;0
3527256;Clínica;0;0;0;0;0
3527256;Consultório Isolado;0;0;1;0;1
3527256;Diagnose e Terapia;0;0;0;0;0
3527256;Hospital;0;0;0;0;0
3527256;Outros;0;0;3;0;3
3527256;Pronto Atendimento;0;0;0;0;0
3527256;Unidade Básica de Saúde;0;0;2;0;2
3527256;Unidade de Saúde Mental ;0;0;0;0;0
3527256;Unidade Móvel;0;0;0;0;0
3527256;Vigilância em Saúde;0;0;1;0;1
3527306;Clínica;0;0;3;16;19
3527306;Consultório Isolado;0;0;0;25;25
3527306;Diagnose e Terapia;0;0;1;5;6
3527306;Hospital;0;0;0;2;2
3527306;Outros;0;0;1;0;1
3527306;Pronto Atendimento;0;0;0;0;0
3527306;Unidade Básica de Saúde;0;0;6;0;6
3527306;Unidade de Saúde Mental ;0;0;1;0;1
3527306;Unidade Móvel;0;0;0;0;0
3527306;Vigilância em Saúde;0;0;1;0;1
3527405;Clínica;0;0;0;4;4
3527405;Consultório Isolado;0;0;0;31;31
3527405;Diagnose e Terapia;0;0;0;0;0
3527405;Hospital;0;0;0;1;1
3527405;Outros;0;0;4;0;4
3527405;Pronto Atendimento;0;0;0;0;0
3527405;Unidade Básica de Saúde;1;0;7;0;8
3527405;Unidade de Saúde Mental ;0;0;1;0;1
3527405;Unidade Móvel;0;0;0;0;0
3527405;Vigilância em Saúde;0;0;0;0;0
3527504;Clínica;0;0;0;0;0
3527504;Consultório Isolado;0;0;0;0;0
3527504;Diagnose e Terapia;0;0;0;0;0
3527504;Hospital;0;0;0;0;0
3527504;Outros;0;0;2;0;2
3527504;Pronto Atendimento;0;0;0;0;0
3527504;Unidade Básica de Saúde;0;0;1;0;1
3527504;Unidade de Saúde Mental ;0;0;0;0;0
3527504;Unidade Móvel;0;0;0;0;0
3527504;Vigilância em Saúde;0;0;0;0;0
3527603;Clínica;0;0;1;1;2
3527603;Consultório Isolado;0;0;0;14;14
3527603;Diagnose e Terapia;0;0;0;2;2
3527603;Hospital;0;0;0;0;0
3527603;Outros;0;0;2;0;2
3527603;Pronto Atendimento;0;0;0;0;0
3527603;Unidade Básica de Saúde;0;0;6;0;6
3527603;Unidade de Saúde Mental ;0;0;0;0;0
3527603;Unidade Móvel;0;0;1;0;1
3527603;Vigilância em Saúde;0;0;1;0;1
3527702;Clínica;0;0;0;0;0
3527702;Consultório Isolado;0;0;0;4;4
3527702;Diagnose e Terapia;0;0;0;0;0
3527702;Hospital;0;0;0;1;1
3527702;Outros;0;0;2;0;2
3527702;Pronto Atendimento;0;0;0;0;0
3527702;Unidade Básica de Saúde;0;0;1;0;1
3527702;Unidade de Saúde Mental ;0;0;0;0;0
3527702;Unidade Móvel;0;0;0;0;0
3527702;Vigilância em Saúde;0;0;0;0;0
3527801;Clínica;0;0;0;0;0
3527801;Consultório Isolado;0;0;0;0;0
3527801;Diagnose e Terapia;0;0;0;1;1
3527801;Hospital;0;0;0;0;0
3527801;Outros;0;0;2;0;2
3527801;Pronto Atendimento;0;0;0;0;0
3527801;Unidade Básica de Saúde;0;0;2;0;2
3527801;Unidade de Saúde Mental ;0;0;0;0;0
3527801;Unidade Móvel;0;0;0;0;0
3527801;Vigilância em Saúde;0;0;0;0;0
3527900;Clínica;0;0;0;0;0
3527900;Consultório Isolado;0;0;0;0;0
3527900;Diagnose e Terapia;0;0;0;0;0
3527900;Hospital;0;0;0;0;0
3527900;Outros;0;0;2;0;2
3527900;Pronto Atendimento;0;0;0;0;0
3527900;Unidade Básica de Saúde;0;0;1;0;1
3527900;Unidade de Saúde Mental ;0;0;0;0;0
3527900;Unidade Móvel;0;0;0;0;0
3527900;Vigilância em Saúde;0;0;0;0;0
3528007;Clínica;0;0;3;12;15
3528007;Consultório Isolado;0;0;0;24;24
3528007;Diagnose e Terapia;0;0;1;2;3
3528007;Hospital;0;0;0;1;1
3528007;Outros;0;0;1;0;1
3528007;Pronto Atendimento;0;0;0;0;0
3528007;Unidade Básica de Saúde;0;0;4;0;4
3528007;Unidade de Saúde Mental ;0;0;1;0;1
3528007;Unidade Móvel;0;0;0;0;0
3528007;Vigilância em Saúde;0;0;1;0;1
3528106;Clínica;0;0;2;1;3
3528106;Consultório Isolado;0;0;0;6;6
3528106;Diagnose e Terapia;0;0;1;1;2
3528106;Hospital;0;0;0;1;1
3528106;Outros;0;0;1;0;1
3528106;Pronto Atendimento;0;0;0;0;0
3528106;Unidade Básica de Saúde;0;0;2;0;2
3528106;Unidade de Saúde Mental ;0;0;0;0;0
3528106;Unidade Móvel;0;0;0;0;0
3528106;Vigilância em Saúde;0;0;0;0;0
3528205;Clínica;0;0;0;0;0
3528205;Consultório Isolado;0;0;0;2;2
3528205;Diagnose e Terapia;0;0;0;0;0
3528205;Hospital;0;0;0;0;0
3528205;Outros;0;0;1;0;1
3528205;Pronto Atendimento;0;0;0;0;0
3528205;Unidade Básica de Saúde;0;0;1;0;1
3528205;Unidade de Saúde Mental ;0;0;0;0;0
3528205;Unidade Móvel;0;0;0;0;0
3528205;Vigilância em Saúde;0;0;0;0;0
3528304;Clínica;0;0;1;0;1
3528304;Consultório Isolado;0;0;0;2;2
3528304;Diagnose e Terapia;0;0;0;0;0
3528304;Hospital;0;0;0;0;0
3528304;Outros;0;0;1;0;1
3528304;Pronto Atendimento;0;0;0;0;0
3528304;Unidade Básica de Saúde;0;0;1;0;1
3528304;Unidade de Saúde Mental ;0;0;0;0;0
3528304;Unidade Móvel;0;0;0;0;0
3528304;Vigilância em Saúde;0;0;0;0;0
3528403;Clínica;0;0;5;15;20
3528403;Consultório Isolado;0;0;2;35;37
3528403;Diagnose e Terapia;0;0;0;1;1
3528403;Hospital;0;0;0;0;0
3528403;Outros;0;0;3;0;3
3528403;Pronto Atendimento;0;0;1;0;1
3528403;Unidade Básica de Saúde;1;0;17;0;18
3528403;Unidade de Saúde Mental ;0;0;1;0;1
3528403;Unidade Móvel;0;0;1;0;1
3528403;Vigilância em Saúde;0;0;2;0;2
3528502;Clínica;0;0;5;10;15
3528502;Consultório Isolado;0;0;0;23;23
3528502;Diagnose e Terapia;0;0;2;5;7
3528502;Hospital;0;0;1;2;3
3528502;Outros;0;0;5;10;15
3528502;Pronto Atendimento;0;0;1;0;1
3528502;Unidade Básica de Saúde;0;0;15;0;15
3528502;Unidade de Saúde Mental ;0;0;2;0;2
3528502;Unidade Móvel;0;0;0;0;0
3528502;Vigilância em Saúde;0;0;4;0;4
3528601;Clínica;0;0;1;4;5
3528601;Consultório Isolado;0;0;0;8;8
3528601;Diagnose e Terapia;0;0;0;1;1
3528601;Hospital;0;0;0;1;1
3528601;Outros;0;0;3;0;3
3528601;Pronto Atendimento;0;0;0;0;0
3528601;Unidade Básica de Saúde;0;0;5;0;5
3528601;Unidade de Saúde Mental ;0;0;0;0;0
3528601;Unidade Móvel;0;0;0;0;0
3528601;Vigilância em Saúde;0;0;0;0;0
3528700;Clínica;0;0;0;0;0
3528700;Consultório Isolado;0;0;0;0;0
3528700;Diagnose e Terapia;0;0;0;0;0
3528700;Hospital;0;0;0;0;0
3528700;Outros;0;0;1;0;1
3528700;Pronto Atendimento;0;0;0;0;0
3528700;Unidade Básica de Saúde;1;0;3;0;4
3528700;Unidade de Saúde Mental ;0;0;0;0;0
3528700;Unidade Móvel;0;0;0;0;0
3528700;Vigilância em Saúde;0;0;0;0;0
3528809;Clínica;0;0;0;1;1
3528809;Consultório Isolado;0;0;0;5;5
3528809;Diagnose e Terapia;0;0;1;4;5
3528809;Hospital;0;0;0;1;1
3528809;Outros;0;0;2;0;2
3528809;Pronto Atendimento;0;0;0;0;0
3528809;Unidade Básica de Saúde;0;0;4;0;4
3528809;Unidade de Saúde Mental ;0;0;1;0;1
3528809;Unidade Móvel;0;0;0;0;0
3528809;Vigilância em Saúde;0;0;0;0;0
3528858;Clínica;0;0;1;0;1
3528858;Consultório Isolado;0;0;0;0;0
3528858;Diagnose e Terapia;0;0;0;1;1
3528858;Hospital;0;0;0;0;0
3528858;Outros;0;0;1;0;1
3528858;Pronto Atendimento;0;0;0;0;0
3528858;Unidade Básica de Saúde;0;0;2;0;2
3528858;Unidade de Saúde Mental ;0;0;0;0;0
3528858;Unidade Móvel;0;0;0;0;0
3528858;Vigilância em Saúde;0;0;0;0;0
3528908;Clínica;0;0;0;0;0
3528908;Consultório Isolado;0;0;0;1;1
3528908;Diagnose e Terapia;0;0;0;0;0
3528908;Hospital;0;0;0;0;0
3528908;Outros;0;0;1;0;1
3528908;Pronto Atendimento;0;0;0;0;0
3528908;Unidade Básica de Saúde;0;0;2;0;2
3528908;Unidade de Saúde Mental ;0;0;0;0;0
3528908;Unidade Móvel;0;0;0;0;0
3528908;Vigilância em Saúde;0;0;0;0;0
3529005;Clínica;4;0;10;31;45
3529005;Consultório Isolado;3;0;1;883;887
3529005;Diagnose e Terapia;2;0;0;35;37
3529005;Hospital;1;0;0;9;10
3529005;Outros;5;0;8;2;15
3529005;Pronto Atendimento;0;0;2;2;4
3529005;Unidade Básica de Saúde;1;0;51;0;52
3529005;Unidade de Saúde Mental ;1;0;2;0;3
3529005;Unidade Móvel;0;0;8;1;9
3529005;Vigilância em Saúde;0;0;3;0;3
3529104;Clínica;0;0;0;0;0
3529104;Consultório Isolado;0;0;0;0;0
3529104;Diagnose e Terapia;0;0;0;0;0
3529104;Hospital;0;0;0;0;0
3529104;Outros;0;0;1;0;1
3529104;Pronto Atendimento;0;0;0;0;0
3529104;Unidade Básica de Saúde;0;0;2;0;2
3529104;Unidade de Saúde Mental ;0;0;0;0;0
3529104;Unidade Móvel;0;0;0;0;0
3529104;Vigilância em Saúde;0;0;0;0;0
3529203;Clínica;0;0;0;4;4
3529203;Consultório Isolado;0;0;0;22;22
3529203;Diagnose e Terapia;0;0;1;2;3
3529203;Hospital;0;0;0;1;1
3529203;Outros;0;0;3;0;3
3529203;Pronto Atendimento;0;0;0;0;0
3529203;Unidade Básica de Saúde;1;0;10;0;11
3529203;Unidade de Saúde Mental ;0;0;2;0;2
3529203;Unidade Móvel;0;0;0;0;0
3529203;Vigilância em Saúde;0;0;1;0;1
3529302;Clínica;0;0;4;32;36
3529302;Consultório Isolado;0;0;1;167;168
3529302;Diagnose e Terapia;0;0;0;14;14
3529302;Hospital;0;0;0;1;1
3529302;Outros;0;0;2;0;2
3529302;Pronto Atendimento;0;0;0;1;1
3529302;Unidade Básica de Saúde;0;0;17;0;17
3529302;Unidade de Saúde Mental ;0;0;2;0;2
3529302;Unidade Móvel;1;0;3;0;4
3529302;Vigilância em Saúde;0;0;0;0;0
3529401;Clínica;1;0;8;25;34
3529401;Consultório Isolado;0;0;3;207;210
3529401;Diagnose e Terapia;0;0;1;36;37
3529401;Hospital;0;0;1;6;7
3529401;Outros;0;0;10;2;12
3529401;Pronto Atendimento;0;0;4;2;6
3529401;Unidade Básica de Saúde;1;0;24;0;25
3529401;Unidade de Saúde Mental ;0;0;3;0;3
3529401;Unidade Móvel;0;0;24;2;26
3529401;Vigilância em Saúde;0;0;2;0;2
3529500;Clínica;0;0;0;0;0
3529500;Consultório Isolado;0;0;0;2;2
3529500;Diagnose e Terapia;0;0;0;1;1
3529500;Hospital;0;0;0;0;0
3529500;Outros;0;0;2;0;2
3529500;Pronto Atendimento;0;0;0;0;0
3529500;Unidade Básica de Saúde;0;0;2;0;2
3529500;Unidade de Saúde Mental ;0;0;0;0;0
3529500;Unidade Móvel;0;0;1;0;1
3529500;Vigilância em Saúde;0;0;0;0;0
3529609;Clínica;0;0;1;0;1
3529609;Consultório Isolado;0;0;1;2;3
3529609;Diagnose e Terapia;0;0;0;0;0
3529609;Hospital;0;0;0;0;0
3529609;Outros;0;0;2;1;3
3529609;Pronto Atendimento;0;0;0;0;0
3529609;Unidade Básica de Saúde;0;0;2;0;2
3529609;Unidade de Saúde Mental ;0;0;0;0;0
3529609;Unidade Móvel;0;0;0;0;0
3529609;Vigilância em Saúde;0;0;0;0;0
3529658;Clínica;0;0;0;0;0
3529658;Consultório Isolado;0;0;0;0;0
3529658;Diagnose e Terapia;0;0;0;0;0
3529658;Hospital;0;0;0;0;0
3529658;Outros;0;0;1;0;1
3529658;Pronto Atendimento;0;0;0;0;0
3529658;Unidade Básica de Saúde;0;0;1;0;1
3529658;Unidade de Saúde Mental ;0;0;0;0;0
3529658;Unidade Móvel;0;0;0;0;0
3529658;Vigilância em Saúde;0;0;0;0;0
3529708;Clínica;0;0;2;4;6
3529708;Consultório Isolado;0;0;0;30;30
3529708;Diagnose e Terapia;0;0;0;6;6
3529708;Hospital;0;0;0;1;1
3529708;Outros;0;0;1;1;2
3529708;Pronto Atendimento;0;0;1;0;1
3529708;Unidade Básica de Saúde;0;0;9;0;9
3529708;Unidade de Saúde Mental ;0;0;0;0;0
3529708;Unidade Móvel;0;0;1;0;1
3529708;Vigilância em Saúde;0;0;1;0;1
3529807;Clínica;0;0;2;2;4
3529807;Consultório Isolado;0;0;0;4;4
3529807;Diagnose e Terapia;0;0;0;0;0
3529807;Hospital;0;0;0;0;0
3529807;Outros;0;0;2;0;2
3529807;Pronto Atendimento;0;0;1;0;1
3529807;Unidade Básica de Saúde;0;0;3;0;3
3529807;Unidade de Saúde Mental ;0;0;1;0;1
3529807;Unidade Móvel;0;0;0;0;0
3529807;Vigilância em Saúde;0;0;0;0;0
3529906;Clínica;0;0;1;0;1
3529906;Consultório Isolado;0;0;0;2;2
3529906;Diagnose e Terapia;0;0;0;2;2
3529906;Hospital;0;0;0;0;0
3529906;Outros;0;1;3;1;5
3529906;Pronto Atendimento;0;0;1;0;1
3529906;Unidade Básica de Saúde;0;0;10;0;10
3529906;Unidade de Saúde Mental ;0;0;2;0;2
3529906;Unidade Móvel;0;0;0;0;0
3529906;Vigilância em Saúde;0;0;1;0;1
3530003;Clínica;0;0;1;0;1
3530003;Consultório Isolado;0;0;0;1;1
3530003;Diagnose e Terapia;0;0;0;0;0
3530003;Hospital;0;0;0;0;0
3530003;Outros;0;0;2;0;2
3530003;Pronto Atendimento;0;0;0;0;0
3530003;Unidade Básica de Saúde;0;0;1;0;1
3530003;Unidade de Saúde Mental ;0;0;0;0;0
3530003;Unidade Móvel;0;0;0;0;0
3530003;Vigilância em Saúde;0;0;0;0;0
3530102;Clínica;0;0;1;1;2
3530102;Consultório Isolado;0;0;5;52;57
3530102;Diagnose e Terapia;0;0;2;10;12
3530102;Hospital;1;0;0;1;2
3530102;Outros;0;0;4;0;4
3530102;Pronto Atendimento;0;0;1;0;1
3530102;Unidade Básica de Saúde;2;0;8;0;10
3530102;Unidade de Saúde Mental ;0;0;1;0;1
3530102;Unidade Móvel;0;0;0;0;0
3530102;Vigilância em Saúde;0;0;2;0;2
3530201;Clínica;0;0;2;2;4
3530201;Consultório Isolado;0;0;0;11;11
3530201;Diagnose e Terapia;0;0;0;2;2
3530201;Hospital;0;0;0;0;0
3530201;Outros;0;0;3;0;3
3530201;Pronto Atendimento;0;0;1;0;1
3530201;Unidade Básica de Saúde;0;0;10;0;10
3530201;Unidade de Saúde Mental ;0;0;1;0;1
3530201;Unidade Móvel;0;0;0;0;0
3530201;Vigilância em Saúde;0;0;0;0;0
3530300;Clínica;0;0;5;15;20
3530300;Consultório Isolado;1;0;0;109;110
3530300;Diagnose e Terapia;0;0;0;11;11
3530300;Hospital;0;0;0;2;2
3530300;Outros;0;0;2;3;5
3530300;Pronto Atendimento;0;0;1;0;1
3530300;Unidade Básica de Saúde;0;0;8;0;8
3530300;Unidade de Saúde Mental ;0;0;1;0;1
3530300;Unidade Móvel;0;0;1;0;1
3530300;Vigilância em Saúde;0;0;1;0;1
3530409;Clínica;0;0;0;0;0
3530409;Consultório Isolado;0;0;0;0;0
3530409;Diagnose e Terapia;0;0;0;0;0
3530409;Hospital;0;0;0;0;0
3530409;Outros;0;0;1;0;1
3530409;Pronto Atendimento;0;0;0;0;0
3530409;Unidade Básica de Saúde;0;0;1;0;1
3530409;Unidade de Saúde Mental ;0;0;0;0;0
3530409;Unidade Móvel;0;0;0;0;0
3530409;Vigilância em Saúde;0;0;0;0;0
3530508;Clínica;0;0;4;108;112
3530508;Consultório Isolado;0;0;2;125;127
3530508;Diagnose e Terapia;1;0;2;10;13
3530508;Hospital;0;0;0;1;1
3530508;Outros;0;0;5;2;7
3530508;Pronto Atendimento;0;0;2;0;2
3530508;Unidade Básica de Saúde;0;0;18;0;18
3530508;Unidade de Saúde Mental ;0;0;4;0;4
3530508;Unidade Móvel;1;0;1;0;2
3530508;Vigilância em Saúde;0;0;3;0;3
3530607;Clínica;2;0;12;219;233
3530607;Consultório Isolado;0;0;0;267;267
3530607;Diagnose e Terapia;0;0;1;64;65
3530607;Hospital;2;0;2;9;13
3530607;Outros;2;0;7;7;16
3530607;Pronto Atendimento;0;0;3;0;3
3530607;Unidade Básica de Saúde;0;0;39;0;39
3530607;Unidade de Saúde Mental ;0;0;2;0;2
3530607;Unidade Móvel;0;0;12;0;12
3530607;Vigilância em Saúde;1;0;4;0;5
3530706;Clínica;1;0;3;43;47
3530706;Consultório Isolado;0;0;0;305;305
3530706;Diagnose e Terapia;0;0;0;23;23
3530706;Hospital;0;0;2;2;4
3530706;Outros;0;0;6;4;10
3530706;Pronto Atendimento;0;0;2;0;2
3530706;Unidade Básica de Saúde;0;0;25;0;25
3530706;Unidade de Saúde Mental ;0;0;3;0;3
3530706;Unidade Móvel;0;0;3;0;3
3530706;Vigilância em Saúde;0;0;1;0;1
3530805;Clínica;1;0;7;20;28
3530805;Consultório Isolado;0;0;1;220;221
3530805;Diagnose e Terapia;0;0;1;27;28
3530805;Hospital;0;0;0;3;3
3530805;Outros;0;0;3;1;4
3530805;Pronto Atendimento;0;0;2;0;2
3530805;Unidade Básica de Saúde;3;0;14;0;17
3530805;Unidade de Saúde Mental ;0;0;3;0;3
3530805;Unidade Móvel;0;0;2;0;2
3530805;Vigilância em Saúde;0;0;1;0;1
3530904;Clínica;0;0;0;0;0
3530904;Consultório Isolado;0;0;0;0;0
3530904;Diagnose e Terapia;0;0;0;0;0
3530904;Hospital;0;0;0;0;0
3530904;Outros;0;0;2;0;2
3530904;Pronto Atendimento;0;0;0;0;0
3530904;Unidade Básica de Saúde;0;0;2;0;2
3530904;Unidade de Saúde Mental ;0;0;0;0;0
3530904;Unidade Móvel;0;0;0;0;0
3530904;Vigilância em Saúde;0;0;0;0;0
3531001;Clínica;0;0;0;0;0
3531001;Consultório Isolado;0;0;0;1;1
3531001;Diagnose e Terapia;0;0;2;0;2
3531001;Hospital;0;0;0;0;0
3531001;Outros;0;0;2;0;2
3531001;Pronto Atendimento;0;0;0;0;0
3531001;Unidade Básica de Saúde;0;0;2;0;2
3531001;Unidade de Saúde Mental ;0;0;0;0;0
3531001;Unidade Móvel;0;0;0;0;0
3531001;Vigilância em Saúde;0;0;0;0;0
3531100;Clínica;0;0;3;11;14
3531100;Consultório Isolado;0;0;0;8;8
3531100;Diagnose e Terapia;0;0;0;4;4
3531100;Hospital;0;0;1;1;2
3531100;Outros;0;2;3;0;5
3531100;Pronto Atendimento;0;0;2;0;2
3531100;Unidade Básica de Saúde;1;0;10;0;11
3531100;Unidade de Saúde Mental ;0;0;0;0;0
3531100;Unidade Móvel;0;0;4;0;4
3531100;Vigilância em Saúde;0;0;1;0;1
3531209;Clínica;0;0;1;2;3
3531209;Consultório Isolado;0;0;0;7;7
3531209;Diagnose e Terapia;0;0;1;1;2
3531209;Hospital;0;0;0;0;0
3531209;Outros;0;0;2;0;2
3531209;Pronto Atendimento;0;0;1;0;1
3531209;Unidade Básica de Saúde;0;0;3;0;3
3531209;Unidade de Saúde Mental ;0;0;0;0;0
3531209;Unidade Móvel;0;0;0;0;0
3531209;Vigilância em Saúde;0;0;1;0;1
3531308;Clínica;0;0;6;53;59
3531308;Consultório Isolado;0;0;1;161;162
3531308;Diagnose e Terapia;0;0;0;3;3
3531308;Hospital;0;0;0;2;2
3531308;Outros;0;0;3;4;7
3531308;Pronto Atendimento;0;0;1;0;1
3531308;Unidade Básica de Saúde;0;0;10;0;10
3531308;Unidade de Saúde Mental ;0;0;1;0;1
3531308;Unidade Móvel;0;0;3;0;3
3531308;Vigilância em Saúde;0;0;0;0;0
3531407;Clínica;0;0;0;9;9
3531407;Consultório Isolado;0;0;3;36;39
3531407;Diagnose e Terapia;0;0;0;2;2
3531407;Hospital;0;0;0;1;1
3531407;Outros;0;0;1;2;3
3531407;Pronto Atendimento;0;0;0;0;0
3531407;Unidade Básica de Saúde;0;0;6;0;6
3531407;Unidade de Saúde Mental ;0;0;0;0;0
3531407;Unidade Móvel;0;0;1;0;1
3531407;Vigilância em Saúde;0;0;0;0;0
3531506;Clínica;0;0;1;1;2
3531506;Consultório Isolado;0;0;0;27;27
3531506;Diagnose e Terapia;0;0;0;7;7
3531506;Hospital;0;0;0;2;2
3531506;Outros;0;0;3;1;4
3531506;Pronto Atendimento;0;0;1;0;1
3531506;Unidade Básica de Saúde;0;0;7;2;9
3531506;Unidade de Saúde Mental ;0;0;0;0;0
3531506;Unidade Móvel;0;0;0;0;0
3531506;Vigilância em Saúde;0;0;0;0;0
3531605;Clínica;0;0;0;0;0
3531605;Consultório Isolado;0;0;0;0;0
3531605;Diagnose e Terapia;0;0;1;0;1
3531605;Hospital;0;0;0;0;0
3531605;Outros;0;0;2;0;2
3531605;Pronto Atendimento;0;0;0;0;0
3531605;Unidade Básica de Saúde;0;0;2;0;2
3531605;Unidade de Saúde Mental ;0;0;0;0;0
3531605;Unidade Móvel;0;0;0;0;0
3531605;Vigilância em Saúde;0;0;0;0;0
3531704;Clínica;0;0;0;1;1
3531704;Consultório Isolado;0;0;0;2;2
3531704;Diagnose e Terapia;0;0;0;0;0
3531704;Hospital;0;0;0;0;0
3531704;Outros;0;0;1;0;1
3531704;Pronto Atendimento;0;0;0;0;0
3531704;Unidade Básica de Saúde;0;0;3;0;3
3531704;Unidade de Saúde Mental ;0;0;0;0;0
3531704;Unidade Móvel;0;0;0;0;0
3531704;Vigilância em Saúde;0;0;0;0;0
3531803;Clínica;0;0;3;5;8
3531803;Consultório Isolado;0;0;0;45;45
3531803;Diagnose e Terapia;0;0;0;9;9
3531803;Hospital;0;0;0;1;1
3531803;Outros;0;0;2;0;2
3531803;Pronto Atendimento;0;0;1;0;1
3531803;Unidade Básica de Saúde;0;0;12;0;12
3531803;Unidade de Saúde Mental ;0;0;1;0;1
3531803;Unidade Móvel;0;0;1;0;1
3531803;Vigilância em Saúde;0;0;2;0;2
3531902;Clínica;0;0;3;5;8
3531902;Consultório Isolado;0;0;0;47;47
3531902;Diagnose e Terapia;0;0;0;12;12
3531902;Hospital;0;0;0;1;1
3531902;Outros;0;0;2;1;3
3531902;Pronto Atendimento;0;0;1;0;1
3531902;Unidade Básica de Saúde;0;0;10;0;10
3531902;Unidade de Saúde Mental ;0;0;1;0;1
3531902;Unidade Móvel;0;0;0;0;0
3531902;Vigilância em Saúde;0;0;1;0;1
3532009;Clínica;0;0;1;2;3
3532009;Consultório Isolado;0;0;0;4;4
3532009;Diagnose e Terapia;0;0;0;6;6
3532009;Hospital;0;0;1;2;3
3532009;Outros;0;0;1;0;1
3532009;Pronto Atendimento;0;0;0;0;0
3532009;Unidade Básica de Saúde;0;0;9;0;9
3532009;Unidade de Saúde Mental ;0;0;1;0;1
3532009;Unidade Móvel;0;0;0;0;0
3532009;Vigilância em Saúde;0;0;1;0;1
3532058;Clínica;0;0;0;1;1
3532058;Consultório Isolado;0;0;0;1;1
3532058;Diagnose e Terapia;0;0;0;0;0
3532058;Hospital;0;0;0;0;0
3532058;Outros;0;0;2;0;2
3532058;Pronto Atendimento;0;0;0;0;0
3532058;Unidade Básica de Saúde;0;0;2;0;2
3532058;Unidade de Saúde Mental ;0;0;0;0;0
3532058;Unidade Móvel;0;0;0;0;0
3532058;Vigilância em Saúde;0;0;1;0;1
3532108;Clínica;0;0;0;1;1
3532108;Consultório Isolado;0;0;0;1;1
3532108;Diagnose e Terapia;0;0;0;2;2
3532108;Hospital;0;0;0;1;1
3532108;Outros;0;0;2;0;2
3532108;Pronto Atendimento;0;0;0;0;0
3532108;Unidade Básica de Saúde;0;0;2;0;2
3532108;Unidade de Saúde Mental ;0;0;0;0;0
3532108;Unidade Móvel;0;0;0;0;0
3532108;Vigilância em Saúde;0;0;1;0;1
3532157;Clínica;0;0;0;0;0
3532157;Consultório Isolado;0;0;0;0;0
3532157;Diagnose e Terapia;0;0;1;0;1
3532157;Hospital;0;0;0;0;0
3532157;Outros;0;0;2;0;2
3532157;Pronto Atendimento;0;0;0;0;0
3532157;Unidade Básica de Saúde;0;0;2;0;2
3532157;Unidade de Saúde Mental ;0;0;0;0;0
3532157;Unidade Móvel;0;0;0;0;0
3532157;Vigilância em Saúde;0;0;0;0;0
3532207;Clínica;0;0;1;1;2
3532207;Consultório Isolado;0;0;0;0;0
3532207;Diagnose e Terapia;0;0;0;0;0
3532207;Hospital;0;0;0;0;0
3532207;Outros;0;0;2;0;2
3532207;Pronto Atendimento;0;0;0;0;0
3532207;Unidade Básica de Saúde;0;0;2;0;2
3532207;Unidade de Saúde Mental ;0;0;0;0;0
3532207;Unidade Móvel;0;0;0;0;0
3532207;Vigilância em Saúde;0;0;0;0;0
3532306;Clínica;0;0;0;0;0
3532306;Consultório Isolado;0;0;0;0;0
3532306;Diagnose e Terapia;0;0;0;0;0
3532306;Hospital;0;0;0;0;0
3532306;Outros;0;0;3;0;3
3532306;Pronto Atendimento;0;0;0;0;0
3532306;Unidade Básica de Saúde;0;0;3;0;3
3532306;Unidade de Saúde Mental ;0;0;0;0;0
3532306;Unidade Móvel;0;0;1;0;1
3532306;Vigilância em Saúde;0;0;0;0;0
3532405;Clínica;0;0;0;5;5
3532405;Consultório Isolado;0;0;0;1;1
3532405;Diagnose e Terapia;0;0;0;2;2
3532405;Hospital;0;0;1;0;1
3532405;Outros;0;0;1;0;1
3532405;Pronto Atendimento;0;0;0;0;0
3532405;Unidade Básica de Saúde;0;0;2;0;2
3532405;Unidade de Saúde Mental ;0;0;0;0;0
3532405;Unidade Móvel;0;0;1;0;1
3532405;Vigilância em Saúde;0;0;0;0;0
3532504;Clínica;0;0;0;1;1
3532504;Consultório Isolado;0;0;0;7;7
3532504;Diagnose e Terapia;0;0;0;1;1
3532504;Hospital;0;0;0;1;1
3532504;Outros;0;0;1;0;1
3532504;Pronto Atendimento;0;0;0;0;0
3532504;Unidade Básica de Saúde;0;0;4;0;4
3532504;Unidade de Saúde Mental ;0;0;0;0;0
3532504;Unidade Móvel;0;0;1;0;1
3532504;Vigilância em Saúde;0;0;0;0;0
3532603;Clínica;0;0;0;3;3
3532603;Consultório Isolado;0;0;0;28;28
3532603;Diagnose e Terapia;0;0;1;4;5
3532603;Hospital;0;0;0;2;2
3532603;Outros;0;0;1;0;1
3532603;Pronto Atendimento;0;0;0;0;0
3532603;Unidade Básica de Saúde;0;0;5;0;5
3532603;Unidade de Saúde Mental ;0;0;0;0;0
3532603;Unidade Móvel;0;0;1;1;2
3532603;Vigilância em Saúde;0;0;0;0;0
3532702;Clínica;0;0;0;0;0
